DTCR Score: 0.294

drug	#_of_rounds	DTCS_score	normalized_DTCS_score
M3814	242	7.359335977670046	59.757808138680765
M3814	243	5.743793154106067	46.63960041134126
M3814	244	5.497869839870721	44.64270309975024
M3814	245	4.2012634053180555	34.114258851182605
M3814	246	6.026296459526957	48.933527251358896
M3814	247	4.5191714411635076	36.69567210224768
M3814	248	6.353753489055384	51.59247833112971
M3814	249	7.197443807844865	58.44324371970029
M3814	250	7.72631115028647	62.73764654032613
M3814	251	5.803143822535626	47.121527838989266
M3814	252	7.864991920082269	63.863734391068014
M3814	253	7.589687086822388	61.628259144997784
M3814	254	5.865432642867637	47.62731306008521
M3814	255	5.409431467606875	43.92458351696782
M3814	256	6.74893491993536	54.80135154987512
M3814	257	6.21918613192302	50.49979139121491
M3814	258	6.954164830321727	56.46781842221242
M3814	259	6.547377699427059	53.16470691934773
M3814	260	7.3447921257529005	59.63971206111355
M3814	261	6.2385779344792125	50.6572528279712
M3814	262	7.192595857205816	58.40387836051123
M3814	263	6.038049067136771	49.02895842515057
M3814	264	6.9400617011899515	56.353301013662396
M3814	265	7.81386807697958	63.448608785074185
M3814	266	6.468194505655942	52.52173938592625
M3814	267	6.79785514911121	55.19858381078302
M3814	268	6.1429410900543555	49.88068165124137
M3814	269	7.165417952108124	58.18319377111796
M3814	270	6.386073159982371	51.85491405905685
M3814	271	7.528132804465991	61.12843837226384
M3814	272	6.3556632877919785	51.60798589687087
M3814	273	8.130453944468929	66.0192860290877
M3814	274	5.717202879388864	46.423687380637574
M3814	275	6.928749816365505	56.2614485088879
M3814	276	5.586748934919936	45.364401351549866
M3814	277	6.7104451300132215	54.488814455707356
M3814	278	6.926546202438665	56.24355516380196
M3814	279	6.680916703393565	54.24904363155575
M3814	280	6.867489349199353	55.76401351549874
M3814	281	8.228147495225503	66.81255766123108
M3814	282	5.3218745409137655	43.21362127221977
M3814	283	6.509475539885412	52.85694138386954
M3814	284	6.597913912149258	53.57506096665197
M3814	285	6.019097987365947	48.87507565741148
M3814	286	7.315704421918613	59.40351990597913
M3814	287	7.092992507712648	57.5950991626267
M3814	288	5.178345820478918	42.0481680622888
M3814	289	6.684148670486264	54.27528720434846
M3814	290	5.051123843102689	41.015125605993816
M3814	291	5.101953871015131	41.427865432642854
M3814	292	6.309534302923461	51.23341853973849
M3814	293	4.755251946525634	38.61264580578815
M3814	294	6.41134126634347	52.06009108270898
M3814	295	7.0423093873953295	57.18355222565006
M3814	296	5.038195974731893	40.910151314822976
M3814	297	5.939914793594829	48.23210812399
M3814	298	5.682532686939915	46.14216541795211
M3814	299	5.909798736594682	47.98756574114881
M3814	300	4.900249742911709	39.79002791244307
M3814	301	6.7800793301013655	55.05424416042309
M3814	302	7.530189510797709	61.14513882767738
M3814	303	6.182459233142352	50.20156897311591
M3814	304	6.911120904950785	56.11830174820037
M3814	305	5.019685617746438	40.759847216101065
M3814	306	5.770677244013515	46.857899221389744
M3814	307	6.94872924930219	56.42368150433377
M3814	308	5.561774643749082	45.16161010724254
M3814	309	5.830468635228441	47.34340531805494
M3814	310	6.61950932863229	53.7504157484942
M3814	311	6.79462318201851	55.17234023799029
M3814	312	6.912736888497134	56.13142353459673
M3814	313	7.129278683707947	57.88974291170853
M3814	314	5.726458057881592	46.49883942999852
M3814	315	6.80725723519906	55.27492874981636
M3814	316	6.623769648890848	53.785009548993685
M3814	317	6.718671955340093	54.55561627736154
M3814	318	7.543705009548995	61.254884677537824
M3814	319	7.95210812399001	64.57111796679888
M3814	320	6.828852651682092	55.450283531658584
M3814	321	5.900396650506831	47.91122080211546
M3814	322	7.0916703393565435	57.584363155575126
M3814	323	7.065080064639341	57.36845012487145
M3814	324	6.573086528573527	53.37346261201703
M3814	325	6.7301307477596595	54.648661671808426
M3814	326	5.663140884383722	45.98470398119583
M3814	327	5.533421477890407	44.9313824004701
M3814	328	6.648890847656824	53.98899368297341
M3814	329	8.412810342294696	68.31201997943293
M3814	330	7.853826942852947	63.77307477596591
M3814	331	7.108564712795651	57.721545467900675
M3814	332	8.336124577640664	67.68933157044218
M3814	333	6.284413104157484	51.02943440575878
M3814	334	7.154987512854415	58.09849860437784
M3814	335	6.707800793301014	54.46734244160422
M3814	336	5.774056118701336	46.885335683854855
M3814	337	7.884236815043337	64.02000293815189
M3814	338	8.681651241369181	70.49500807991774
M3814	339	8.485088879095048	68.8989216982518
M3814	340	6.390333480240928	51.889507859556325
M3814	341	6.906566769501983	56.081322168356095
M3814	342	5.428676362567944	44.080852064051705
M3814	343	7.394740708094609	60.04529454972822
M3814	344	7.106067283678566	57.701266343469946
M3814	345	7.463346555016894	60.60237402673718
M3814	346	5.63655060966652	45.76879095049213
M3814	347	4.997502570882915	40.579720875569265
M3814	348	8.394299985309242	68.16171588071103
M3814	349	7.872043484648156	63.920993095343015
M3814	350	7.333774056118702	59.55024533568385
M3814	351	6.699720875569267	54.401733509622446
M3814	352	7.600117526076097	61.71295431173792
M3814	353	4.996914940502424	40.57494931687967
M3814	354	6.660055824886147	54.079653298075506
M3814	355	4.859262523872484	39.45721169384457
M3814	356	5.66740120464228	46.019297781695315
M3814	357	7.045394446892905	57.20860290877038
M3814	358	5.410312913177611	43.931740855002204
M3814	359	7.097399735566329	57.6308858527986
M3814	360	7.751579256647569	62.94282356397825
M3814	361	8.006757749375643	65.01487292493022
M3814	362	6.018363449390333	48.86911120904949
M3814	363	7.428529454972821	60.31965917437931
M3814	364	2.67841927427648	21.748764507125017
M3814	365	6.930806522697222	56.27814896430144
M3814	366	5.415895401792274	43.97707066255325
M3814	367	7.243278977523139	58.81542529748787
M3814	368	6.4555604524753925	52.41915087410019
M3814	369	7.055824886146615	57.29329807551049
M3814	370	7.205376817981489	58.50765976200968
M3814	371	7.78801234023799	63.238660202732476
M3814	372	7.685764654032613	62.40840899074482
M3814	373	4.76597620096959	38.69972675187307
M3814	374	7.707947700896137	62.58853533127663
M3814	375	5.106067283678565	41.461266343469944
M3814	376	4.456882620831497	36.18988688115176
M3814	377	6.086969296312619	49.42619068605846
M3814	378	5.6317026590274715	45.72942559130306
M3814	379	7.345526663728514	59.64567650947553
M3814	380	7.254150139562215	58.90369913324518
M3814	381	8.631996474217718	70.09181137064786
M3814	382	6.396209784045835	51.937223446452165
M3814	383	6.662700161598355	54.10112531217864
M3814	384	6.225796973703541	50.55347142647275
M3814	385	6.195534009108272	50.30773615395915
M3814	386	7.481710004407229	60.75148523578668
M3814	387	5.5873365653004265	45.369172910239456
M3814	388	5.184662847069193	42.099462318201844
M3814	389	6.940502423975318	56.35687968267959
M3814	390	6.067430586161303	49.26753635962979
M3814	391	7.073600705156456	57.43763772587042
M3814	392	7.998237108858526	64.94568532393123
M3814	393	7.914646687233729	64.26693110033787
M3814	394	4.221536653444984	34.27887762597326
M3814	395	6.143087997649478	49.881874540913756
M3814	396	4.661377993242251	37.85038930512707
M3814	397	6.879682679594535	55.86302335830762
M3814	398	5.991626267078009	48.65200528867342
M3814	399	5.4066402232995445	43.9019186131923
M3814	400	7.179961804025268	58.301289848685165
M3814	401	7.144557073600705	58.01380343763771
M3814	402	5.950639048038784	48.31918907007491
M3814	403	7.601292786837077	61.722497429117084
M3814	404	7.040105773468487	57.165658880564116
M3814	405	7.084178052005289	57.52352578228293
M3814	406	7.43660937270457	60.38526810636109
M3814	407	7.203320111649772	58.49095930659614
M3814	408	7.399588658733656	60.08465990891729
M3814	409	7.037020713970913	57.140608197443804
M3814	410	8.331276627001618	67.64996621125312
M3814	411	7.008961363302483	56.912766270016164
M3814	412	6.398854120758043	51.958695460555305
M3814	413	6.259438812986632	50.826643161451436
M3814	414	4.4548259144997795	36.1731864257382
M3814	415	7.405171147348318	60.129989716468344
M3814	416	7.2832378433965035	59.139891288379594
M3814	417	6.978404583516968	56.66464521815779
M3814	418	7.634053180549434	61.9885118260614
M3814	419	5.983105626560893	48.58281768767445
M3814	420	7.451447039811957	60.50574996327309
M3814	421	7.1344204495372425	57.9314940502424
M3814	422	6.716615249008374	54.53891582194799
M3814	423	6.760099897164683	54.892011164977234
M3814	424	6.076832672249155	49.343881298663135
M3814	425	5.855002203613926	47.54261789334508
M3814	426	6.3317173497869845	51.4135448802703
M3814	427	5.8078448655795505	47.15970030850595
M3814	428	4.0687527545174085	33.038272366681355
M3814	429	6.178492728074041	50.16936095196121
M3814	430	6.529895695607463	53.022753048332596
M3814	431	4.839136183340679	39.29378580872631
M3814	432	8.229763478771853	66.82567944762744
M3814	433	5.466137799324225	44.3850389305127
M3814	434	5.911855442926399	48.004266196562355
M3814	435	6.889672396062876	55.94413985603055
M3814	436	5.372263846040839	43.62278242985161
M3814	437	8.200822682532687	66.5906801821654
M3814	438	7.348171000440724	59.66714852357866
M3814	439	6.806522697223446	55.26896430145439
M3814	440	5.661818716027619	45.97396797414426
M3814	441	4.757455560452476	38.6305391508741
M3814	442	6.331717349786984	51.41354488027031
M3814	443	6.285882180108711	51.04136330248272
M3814	444	5.881151755545762	47.75495225503158
M3814	445	4.80564125165271	39.021806963420005
M3814	446	7.643455266637286	62.06485676509475
M3814	447	7.187600998971647	58.36332011164977
M3814	448	3.9328632290289414	31.934849419715
M3814	449	6.371676215660349	51.73801087116203
M3814	450	6.083590421624798	49.39875422359335
M3814	451	5.364771558689584	43.561945056559416
M3814	452	6.358748347289555	51.63303657999118
M3814	453	6.983840164536506	56.70878213603643
M3814	454	4.327897752313794	35.14252974878801
M3814	455	4.984280887321874	40.47236080505362
M3814	456	7.470545027177906	60.660825620684584
M3814	457	5.539150874100192	44.977905097693544
M3814	458	5.588952548846775	45.38229469663582
M3814	459	6.593800499485822	53.54166005582488
M3814	460	8.736447774349935	70.93995592772146
M3814	461	5.61069487292493	45.558842368150415
M3814	462	6.727927133832819	54.63076832672248
M3814	463	5.840752166887028	47.42690759512266
M3814	464	8.18995152049361	66.50240634640811
M3814	465	6.60085206405171	53.598918760099885
M3814	466	7.082415160863817	57.50921110621418
M3814	467	5.101513148229763	41.42428676362567
M3814	468	6.686939914793594	54.29795210812398
M3814	469	4.663140884383723	37.86470398119582
M3814	470	4.6527104451300145	37.7800088144557
M3814	471	7.0937270456882615	57.601063610988675
M3814	472	6.097399735566329	49.51088585279859
M3814	473	7.149845747025121	58.05674746584399
M3814	474	5.668135742617893	46.025262230057294
M3814	475	6.307624504186867	51.217910973997355
M3814	476	6.475392977816952	52.580190979873656
M3814	477	7.158954017922726	58.13070662553254
M3814	478	7.7631849566622595	63.03706184809754
M3814	479	5.983105626560893	48.58281768767445
M3814	480	6.22638460408403	50.55824298516233
M3814	481	7.054943440575877	57.28614073747613
M3814	482	6.247980020567064	50.733597767004554
M3814	483	8.2897017775819	67.31237843396502
M3814	484	6.928015278389894	56.25548406052593
M3814	485	4.893345085940943	39.73396209784046
M3814	486	7.131923020420156	57.911214925811656
M3814	487	5.64977229322756	45.876151021007786
M3814	488	6.400470104304392	51.97181724695166
M3814	489	6.528426619656237	53.010824151608624
M3814	490	5.200675774937564	42.22948729249302
M3814	491	4.805494344057588	39.02061407374761
M3814	492	7.311150286469809	59.366540326134846
M3814	493	6.716468341413251	54.53772293227561
M3814	494	6.3001322168356095	51.15707360070516
M3814	495	8.0220361392684	65.13893345085941
M3814	496	8.796973703540473	71.43142647274864
M3814	497	4.878066696048186	39.609901571911266
M3814	498	5.209343323049802	42.29986778316438
M3814	499	6.329807551050389	51.398037314529155
M3814	500	7.255178492728073	58.91204936095195
