Target_gene	Vulnerability_gene	Length_of_shortest_path	Number_of_shortest_paths	TVIS_score	DGIdb_interaction_score
PRKDC	EXTL2	0	0	0	8.12
PRKDC	MMP14	3	5815	1.191492400992775e-05	8.12
PRKDC	GREM2	2	17	0.00016581798419477317	8.12
PRKDC	LDHD	3	137	2.749000002551058e-06	8.12
PRKDC	GPR50	3	683	8.595698791264664e-07	8.12
PRKDC	CBY1	2	13	4.297793146627028e-05	8.12
PRKDC	NT5C1B-RDH14	3	683	2.3517581803017377e-06	8.12
PRKDC	TFPI	3	153	1.9458038435476154e-06	8.12
PRKDC	CPT2	3	261	2.0726500084480944e-06	8.12
PRKDC	IL17B	2	5	8.537905524518268e-06	8.12
PRKDC	HSD3B7	4	4607	6.929768656647362e-07	8.12
PRKDC	EPN2	2	3	6.2833217729429554e-06	8.12
PRKDC	PRPF19	2	19	8.553737812629235e-05	8.12
PRKDC	ST6GAL1	3	51	1.5472763672875316e-06	8.12
PRKDC	MT-TG	4	14	1.532115832729632e-09	8.12
PRKDC	LAMTOR3	2	11	1.731303187351333e-05	8.12
PRKDC	GPR119	2	2	4.024144869215291e-06	8.12
PRKDC	NPFF	3	683	8.595698791264664e-07	8.12
PRKDC	SLC25A4	2	43	8.899515958784871e-05	8.12
PRKDC	GAA	3	333	1.503471200829073e-06	8.12
PRKDC	MT-TR	4	14	1.532115832729632e-09	8.12
PRKDC	DYNC1H1	3	1581	4.927371749971527e-06	8.12
PRKDC	ALG2	3	39	1.1361919278545422e-06	8.12
PRKDC	CALCRL	3	3581	3.0806769432867472e-06	8.12
PRKDC	RPL7	3	28	7.271490738540369e-08	8.12
PRKDC	TNFRSF13C	2	5	8.006176735575703e-06	8.12
PRKDC	FEN1	1	1	0.014925373134328358	8.12
PRKDC	RAC2	2	21	9.316741067656313e-06	8.12
PRKDC	IL17F	2	8	1.1565131391943002e-05	8.12
PRKDC	RIMS1	3	2658	4.4415681928381025e-06	8.12
PRKDC	LIG4	1	1	0.09090909090909091	8.12
PRKDC	JAK3	2	27	1.9383675708476203e-05	8.12
PRKDC	OPRL1	3	683	8.595698791264664e-07	8.12
PRKDC	ACKR3	2	3	5.117478834618998e-06	8.12
PRKDC	CD70	2	3	5.117478834618998e-06	8.12
PRKDC	FBXW7	2	19	0.00018079491285784524	8.12
PRKDC	FABP4	3	2144	7.246673044452681e-06	8.12
PRKDC	NCBP1	3	1307	2.2887684259355273e-06	8.12
PRKDC	TCOF1	3	60	4.248525927830436e-07	8.12
PRKDC	SEC61B	2	3	6.295336618228268e-06	8.12
PRKDC	DNAJC1	2	3	1.2398742241998359e-05	8.12
PRKDC	ID1	2	27	4.77105080621639e-05	8.12
PRKDC	NECTIN4	2	4	3.1633878196586246e-05	8.12
PRKDC	B3GAT2	4	632	2.0278809247288962e-07	8.12
PRKDC	OR5P2	3	1212	9.157559897045505e-07	8.12
PRKDC	RFC3	2	11	0.0004977642627831796	8.12
PRKDC	PSMA3	3	28	1.0639409682017525e-06	8.12
PRKDC	OXA1L	3	21	1.2921684689893983e-06	8.12
PRKDC	CNGB3	2	2	4.813570417721641e-06	8.12
PRKDC	CYP7A1	3	1119	2.7175430910761165e-06	8.12
PRKDC	FIG4	3	557	3.618071432500989e-06	8.12
PRKDC	SNRPG	3	116	5.984462880709621e-07	8.12
PRKDC	MED30	2	9	5.738186630688581e-05	8.12
PRKDC	LRRC4C	2	2	3.889634821093521e-06	8.12
PRKDC	CHPT1	3	115	4.184065548374292e-07	8.12
PRKDC	MOGS	2	3	1.0116386704914082e-05	8.12
PRKDC	RPS21	3	28	7.271490738540369e-08	8.12
PRKDC	TOB2	3	50	7.018458454397713e-07	8.12
PRKDC	PHYH	3	73	1.116510679018179e-06	8.12
PRKDC	POLR1B	4	12937	1.0750721278401124e-06	8.12
PRKDC	RPN1	2	3	9.729156591807324e-06	8.12
PRKDC	PNPLA7	3	115	4.7506577580499767e-07	8.12
PRKDC	ID4	2	18	7.685593543063782e-05	8.12
PRKDC	OR10G6	3	1212	9.157559897045505e-07	8.12
PRKDC	CDK5	2	2	6.883342520474489e-06	8.12
PRKDC	MAN2B2	4	1367	3.3703040068341574e-07	8.12
PRKDC	COMP	2	21	2.322842769374454e-05	8.12
PRKDC	STX1A	3	1862	3.721583139857354e-06	8.12
PRKDC	ACADVL	3	24	6.251677527081416e-07	8.12
PRKDC	IL26	2	3	5.117478834618998e-06	8.12
PRKDC	NDC1	3	202	7.219685907510985e-07	8.12
PRKDC	OR2AP1	3	1212	9.157559897045505e-07	8.12
PRKDC	CASTOR2	2	2	9.668404363894354e-06	8.12
PRKDC	SRGAP3	2	2	6.883342520474489e-06	8.12
PRKDC	C5AR1	3	811	1.0888739448329923e-06	8.12
PRKDC	CLEC4M	3	993	4.705389807941489e-06	8.12
PRKDC	CLDN3	2	3	6.911071494315986e-06	8.12
PRKDC	GOT2	3	109	4.656827842139232e-07	8.12
PRKDC	ABCG1	3	10	1.814100768325171e-07	8.12
PRKDC	ALAD	3	7	2.549440745662108e-07	8.12
PRKDC	PRKAR2B	2	1	2.6052657631605e-06	8.12
PRKDC	MEF2B	2	4	8.476893029678714e-06	8.12
PRKDC	ITGA10	2	21	2.5207145608396845e-05	8.12
PRKDC	KYAT3	3	64	6.977513009203691e-07	8.12
PRKDC	OR5M8	3	1212	9.157559897045505e-07	8.12
PRKDC	OR5AL1	3	1212	9.157559897045505e-07	8.12
PRKDC	KRT9	3	4157	1.1914266791314406e-05	8.12
PRKDC	UGT2B7	3	69	4.948996336918375e-07	8.12
PRKDC	PDSS1	3	3	3.536920549191597e-07	8.12
PRKDC	OR2V2	3	1212	9.157559897045505e-07	8.12
PRKDC	HNRNPU	3	116	5.984462880709621e-07	8.12
PRKDC	IL36RN	2	3	5.117478834618998e-06	8.12
PRKDC	RNF31	2	1	2.0964624292968047e-06	8.12
PRKDC	AIM2	2	1	2.920799598097975e-06	8.12
PRKDC	OR9I1	3	1212	9.157559897045505e-07	8.12
PRKDC	SIRPB1	2	2	7.96415991120304e-06	8.12
PRKDC	RNASEL	2	1	3.361367135241245e-06	8.12
PRKDC	RNF5	2	3	1.2398742241998359e-05	8.12
PRKDC	UGT1A3	3	69	4.948996336918375e-07	8.12
PRKDC	RHEB	2	56	7.038822635561474e-05	8.12
PRKDC	MBD4	2	3	0.0006682308828001545	8.12
PRKDC	OR1D4	3	1212	9.157559897045505e-07	8.12
PRKDC	CSNK1D	2	21	4.343162224246351e-05	8.12
PRKDC	GALNT2	3	12	1.424631706321847e-06	8.12
PRKDC	AREG	2	32	3.011207810209489e-05	8.12
PRKDC	RASSF4	3	462	2.5352980467266733e-05	8.12
PRKDC	PPT1	3	110	7.606298090974761e-07	8.12
PRKDC	AK9	3	622	2.2314943738884206e-06	8.12
PRKDC	OAS1	2	1	3.361367135241245e-06	8.12
PRKDC	GGA2	3	89	7.67390745164879e-07	8.12
PRKDC	NRXN1	3	703	4.317180558209744e-06	8.12
PRKDC	ARHGDIB	2	4	1.4321768839311027e-05	8.12
PRKDC	ADRA1D	3	7891	5.535644603073735e-06	8.12
PRKDC	ELOB	2	23	0.00011127843918968047	8.12
PRKDC	AHCY	3	28	6.329412680219872e-07	8.12
PRKDC	CHD8	2	13	4.297793146627028e-05	8.12
PRKDC	DPP4	3	472	3.2157854391728506e-06	8.12
PRKDC	ATP6V1H	2	2	2.6050492770709928e-06	8.12
PRKDC	EXT1	0	0	0	8.12
PRKDC	DSPP	3	1405	1.0720637600660507e-05	8.12
PRKDC	GTF2A1	2	2	0.00011745360582569885	8.12
PRKDC	XRCC6	1	1	0.09090909090909091	8.12
PRKDC	DKK4	2	13	4.297793146627028e-05	8.12
PRKDC	SLC15A1	3	472	3.2157854391728506e-06	8.12
PRKDC	PCF11	3	989	6.694206660119378e-06	8.12
PRKDC	SRSF6	3	116	5.984462880709621e-07	8.12
PRKDC	CYP24A1	4	2467	1.9898880606571405e-07	8.12
PRKDC	VCL	2	8	9.301253803746987e-06	8.12
PRKDC	MPST	3	28	4.876760589677604e-07	8.12
PRKDC	CNGA2	2	2	1.5918294577592136e-06	8.12
PRKDC	OR6M1	3	1212	9.157559897045505e-07	8.12
PRKDC	RPTOR	2	24	2.8890710066317403e-05	8.12
PRKDC	ATP2B3	2	2	1.6573908028069572e-06	8.12
PRKDC	ARPC1A	2	3	3.213507601130908e-06	8.12
PRKDC	OR10AG1	3	1212	9.157559897045505e-07	8.12
PRKDC	CLDN11	2	3	6.911071494315986e-06	8.12
PRKDC	CLNS1A	3	202	7.219685907510985e-07	8.12
PRKDC	ETNPPL	3	115	4.7506577580499767e-07	8.12
PRKDC	NFYC	3	878	1.1405136297655012e-05	8.12
PRKDC	PDE3A	2	2	2.4300391722314562e-06	8.12
PRKDC	ALG1	3	39	1.1361919278545422e-06	8.12
PRKDC	GP1BB	2	1	1.674873547047198e-05	8.12
PRKDC	MSN	2	3	5.906454585367798e-06	8.12
PRKDC	SIRPG	2	2	7.96415991120304e-06	8.12
PRKDC	NT5C	3	683	2.3517581803017377e-06	8.12
PRKDC	SORD	3	109	2.2035484504363896e-06	8.12
PRKDC	BIN1	2	3	4.8760162654383815e-06	8.12
PRKDC	SEC24A	2	3	1.2398742241998359e-05	8.12
PRKDC	CYP2S1	3	7	4.114486646686038e-08	8.12
PRKDC	NUP43	3	202	7.219685907510985e-07	8.12
PRKDC	PSMB11	3	28	1.0639409682017525e-06	8.12
PRKDC	LILRB3	2	3	8.401287328030395e-06	8.12
PRKDC	DOT1L	3	32	1.1034845203987997e-06	8.12
PRKDC	RUNX3	3	2310	1.3975934955694736e-05	8.12
PRKDC	NTSR1	3	3973	3.984042948383e-06	8.12
PRKDC	F12	3	153	1.9458038435476154e-06	8.12
PRKDC	OR6C4	3	1212	9.157559897045505e-07	8.12
PRKDC	CALM3	2	83	6.054849873373125e-05	8.12
PRKDC	SIRT3	3	61	2.195243584844022e-06	8.12
PRKDC	DARS1	4	14	1.532115832729632e-09	8.12
PRKDC	MAD2L1	1	1	0.004291845493562232	8.12
PRKDC	UTP6	3	60	4.248525927830436e-07	8.12
PRKDC	FAHD1	3	24	7.473598146643569e-07	8.12
PRKDC	PSMB4	3	28	1.0639409682017525e-06	8.12
PRKDC	ACE	3	2003	9.698598122213644e-06	8.12
PRKDC	PIP4K2A	3	5369	7.308341007647739e-06	8.12
PRKDC	CCN2	2	17	3.5029723553345046e-05	8.12
PRKDC	CERS1	2	1	3.113712791132146e-06	8.12
PRKDC	DNAJB1	2	3	1.2398742241998359e-05	8.12
PRKDC	JAG2	2	4	3.598759576486402e-05	8.12
PRKDC	DCTN4	3	600	5.0216188808407795e-06	8.12
PRKDC	NUP160	3	202	7.219685907510985e-07	8.12
PRKDC	OR51I1	3	1212	9.157559897045505e-07	8.12
PRKDC	NEU3	3	32	6.657307049978943e-07	8.12
PRKDC	CDON	2	4	3.952971363759631e-05	8.12
PRKDC	S100G	3	170	2.32681970335654e-06	8.12
PRKDC	FBXO2	2	19	8.462740601856583e-05	8.12
PRKDC	ADIPOR1	2	4	1.778230361939952e-05	8.12
PRKDC	ERBB4	2	29	2.6763469828648274e-05	8.12
PRKDC	SLC26A4	3	1565	7.905523840255666e-06	8.12
PRKDC	SELP	3	703	4.317180558209744e-06	8.12
PRKDC	EIF3E	3	202	7.219685907510985e-07	8.12
PRKDC	B3GNT3	4	568	1.0228503233580644e-07	8.12
PRKDC	SNRPD2	3	116	5.984462880709621e-07	8.12
PRKDC	DCTN6	3	600	5.0216188808407795e-06	8.12
PRKDC	MRPL36	3	28	7.271490738540369e-08	8.12
PRKDC	OR56A5	3	1212	9.157559897045505e-07	8.12
PRKDC	OR4N5	3	1212	9.157559897045505e-07	8.12
PRKDC	CNOT8	3	50	7.018458454397713e-07	8.12
PRKDC	NUDT16	3	672	1.921111090775671e-06	8.12
PRKDC	IFNA6	2	26	1.6320211714207292e-05	8.12
PRKDC	KIR2DS5	3	3785	1.061553536583219e-05	8.12
PRKDC	IRF4	2	4	2.124031061563832e-05	8.12
PRKDC	FZD9	2	24	3.0089340204509233e-05	8.12
PRKDC	TEAD4	2	17	6.229969821829088e-05	8.12
PRKDC	GANC	3	244	3.2904561790849553e-06	8.12
PRKDC	SUCNR1	2	2	4.813570417721641e-06	8.12
PRKDC	LATS2	2	17	6.229969821829088e-05	8.12
PRKDC	MVB12A	2	3	6.2833217729429554e-06	8.12
PRKDC	PTH2	3	683	8.595698791264664e-07	8.12
PRKDC	OR4C11	3	1212	9.157559897045505e-07	8.12
PRKDC	HYAL1	3	89	7.369387314678598e-07	8.12
PRKDC	TENT4A	3	50	7.018458454397713e-07	8.12
PRKDC	IL6ST	2	14	1.3480833516010501e-05	8.12
PRKDC	ASIC4	3	3714	1.5085270552591626e-05	8.12
PRKDC	CACNA1E	2	9	1.258329013258031e-05	8.12
PRKDC	RRBP1	2	3	1.2398742241998359e-05	8.12
PRKDC	SLURP1	3	683	8.595698791264664e-07	8.12
PRKDC	RXFP4	3	683	8.595698791264664e-07	8.12
PRKDC	PSMF1	3	28	1.0639409682017525e-06	8.12
PRKDC	SEMA3D	2	2	6.883342520474489e-06	8.12
PRKDC	ACADM	3	268	1.6368168891826714e-06	8.12
PRKDC	ASGR2	3	1565	7.905523840255666e-06	8.12
PRKDC	MVB12B	2	3	6.2833217729429554e-06	8.12
PRKDC	PCBD2	3	3	1.0591644505813594e-07	8.12
PRKDC	HLA-DQB1	2	5	1.3831954011436349e-05	8.12
PRKDC	TAF8	2	2	0.00011745360582569885	8.12
PRKDC	RRAGD	2	2	9.668404363894354e-06	8.12
PRKDC	UNC5B	2	2	6.883342520474489e-06	8.12
PRKDC	UGT1A9	3	69	4.948996336918375e-07	8.12
PRKDC	P4HA3	3	44	4.638602315525878e-07	8.12
PRKDC	HAL	3	2	4.2857185714328574e-08	8.12
PRKDC	STRADA	2	5	1.849497952382982e-05	8.12
PRKDC	ISY1	3	116	5.984462880709621e-07	8.12
PRKDC	YOD1	2	3	1.2398742241998359e-05	8.12
PRKDC	ACER3	3	32	8.284648773307131e-07	8.12
PRKDC	PRKCSH	2	3	1.2398742241998359e-05	8.12
PRKDC	UGGT1	2	3	1.2398742241998359e-05	8.12
PRKDC	ST20-MTHFS	4	1428	2.188300149280546e-07	8.12
PRKDC	TPM2	3	4409	1.0295941075999977e-05	8.12
PRKDC	CHAD	2	21	2.9982067463731936e-05	8.12
PRKDC	COX17	3	26	1.5559707400330511e-07	8.12
PRKDC	OR1E1	3	1212	9.157559897045505e-07	8.12
PRKDC	VPS29	2	3	6.2833217729429554e-06	8.12
PRKDC	HTR6	2	2	1.5768592747708823e-06	8.12
PRKDC	OR4K1	3	1212	9.157559897045505e-07	8.12
PRKDC	GUCY2D	3	1813	1.274259807472631e-06	8.12
PRKDC	NEUROG1	2	5	1.8127135351923274e-05	8.12
PRKDC	CHMP4C	2	3	3.933071644132231e-06	8.12
PRKDC	DGKZ	3	4600	5.5695335377545986e-06	8.12
PRKDC	FMO4	3	9	7.676782175031236e-08	8.12
PRKDC	FAAH	3	2593	6.318601333578599e-06	8.12
PRKDC	OR5B2	3	1212	9.157559897045505e-07	8.12
PRKDC	HDAC5	2	4	1.5509574654301056e-05	8.12
PRKDC	ABCC11	3	10	1.814100768325171e-07	8.12
PRKDC	MUC7	3	1884	7.947509148570654e-06	8.12
PRKDC	FUCA1	3	89	7.142636935765409e-07	8.12
PRKDC	RASA1	2	11	1.3019431732902224e-05	8.12
PRKDC	PFKL	2	8	1.4564266501402718e-05	8.12
PRKDC	LYN	2	3	4.385221415745823e-06	8.12
PRKDC	CBLIF	3	1	5.3843847672739676e-08	8.12
PRKDC	HLA-G	2	43	6.403452505075875e-05	8.12
PRKDC	RAD51D	2	3	0.00014826174134602662	8.12
PRKDC	FAS	2	28	2.8353015211159404e-05	8.12
PRKDC	CLDN22	2	3	6.911071494315986e-06	8.12
PRKDC	RPL9	3	28	7.271490738540369e-08	8.12
PRKDC	GTPBP4	3	60	4.248525927830436e-07	8.12
PRKDC	PRKCE	2	7	7.131696586298713e-06	8.12
PRKDC	ADAR	3	761	4.50970468283939e-06	8.12
PRKDC	DGAT2	3	17	2.1797250020724162e-07	8.12
PRKDC	PER1	2	3	1.6944947730731088e-05	8.12
PRKDC	SLC24A1	3	643	8.967888494758041e-06	8.12
PRKDC	RPN2	2	3	9.729156591807324e-06	8.12
PRKDC	IARS2	4	14	1.532115832729632e-09	8.12
PRKDC	FABP1	3	272	1.9465989283190066e-06	8.12
PRKDC	COX6A2	3	475	1.4426224498879308e-06	8.12
PRKDC	C8B	3	153	1.9458038435476154e-06	8.12
PRKDC	PSMC2	3	28	1.0639409682017525e-06	8.12
PRKDC	VASP	2	6	5.323994195473987e-06	8.12
PRKDC	ABCC5	3	10	1.814100768325171e-07	8.12
PRKDC	PRKD1	3	7551	1.0570991823243529e-05	8.12
PRKDC	TNC	2	21	2.9982067463731936e-05	8.12
PRKDC	CHMP4A	2	3	3.933071644132231e-06	8.12
PRKDC	MC5R	3	683	8.595698791264664e-07	8.12
PRKDC	GLG1	3	703	4.317180558209744e-06	8.12
PRKDC	UQCR11	3	475	1.4426224498879308e-06	8.12
PRKDC	NPB	3	683	8.595698791264664e-07	8.12
PRKDC	STAG1	1	1	0.00819672131147541	8.12
PRKDC	DTX1	2	4	9.102744811112666e-05	8.12
PRKDC	FGF20	2	29	2.427227892635899e-05	8.12
PRKDC	NOTCH4	2	9	4.1960489736910244e-05	8.12
PRKDC	TKFC	3	1622	4.854086022731063e-06	8.12
PRKDC	PPP2CA	2	69	7.849222313009915e-05	8.12
PRKDC	DDX5	3	116	5.984462880709621e-07	8.12
PRKDC	GPLD1	4	39	1.9210974625559892e-08	8.12
PRKDC	H2AB2	3	2433	1.0014938830860991e-05	8.12
PRKDC	EME2	2	1	2.8447883477469277e-05	8.12
PRKDC	ADRB1	2	3	2.9014604296543486e-06	8.12
PRKDC	ARFGAP1	2	3	6.2833217729429554e-06	8.12
PRKDC	UBE2S	2	19	0.00018079491285784524	8.12
PRKDC	IZUMO1R	2	3	6.2833217729429554e-06	8.12
PRKDC	FOXO3	2	58	7.852918964184675e-05	8.12
PRKDC	TUBA1C	2	9	1.5034620288447312e-05	8.12
PRKDC	GSTA2	3	60	6.635943204927861e-07	8.12
PRKDC	POLR2G	4	12937	1.0750721278401124e-06	8.12
PRKDC	UTP14A	3	60	4.248525927830436e-07	8.12
PRKDC	IL34	2	3	5.117478834618998e-06	8.12
PRKDC	PTH1R	3	1364	1.36512013230757e-06	8.12
PRKDC	GALNS	3	89	7.369387314678598e-07	8.12
PRKDC	AK2	3	626	2.6075865295340343e-06	8.12
PRKDC	ACSBG1	3	1835	5.9519469896070836e-06	8.12
PRKDC	NR4A1	2	28	3.0094325366521716e-05	8.12
PRKDC	CNGA4	2	2	1.5918294577592136e-06	8.12
PRKDC	TBKBP1	3	1512	9.250562530299143e-06	8.12
PRKDC	KIF7	2	4	3.952971363759631e-05	8.12
PRKDC	UBC	3	261	2.7728696058967753e-06	8.12
PRKDC	CD79B	2	1	4.62000462000462e-06	8.12
PRKDC	HPSE	4	1556	3.141865285771488e-07	8.12
PRKDC	ABCA5	3	10	1.814100768325171e-07	8.12
PRKDC	AHR	2	4	2.124031061563832e-05	8.12
PRKDC	GRM2	3	5751	4.351681210101571e-06	8.12
PRKDC	SHMT2	3	34	5.510953977485387e-07	8.12
PRKDC	GATC	4	14	1.532115832729632e-09	8.12
PRKDC	LRAT	3	8	6.327328307839784e-08	8.12
PRKDC	TAS2R42	3	600	2.7663543052077107e-06	8.12
PRKDC	PIP4P2	3	1703	6.792524482383489e-06	8.12
PRKDC	OR4A16	3	1212	9.157559897045505e-07	8.12
PRKDC	MCEE	3	77	9.91564503267913e-07	8.12
PRKDC	PIGA	4	39	1.9210974625559892e-08	8.12
PRKDC	ATP5MC1	3	26	1.5559707400330511e-07	8.12
PRKDC	WNT9B	2	24	3.0089340204509233e-05	8.12
PRKDC	MRPL34	3	28	7.271490738540369e-08	8.12
PRKDC	EPHA6	2	2	6.883342520474489e-06	8.12
PRKDC	OR8B12	3	1212	9.157559897045505e-07	8.12
PRKDC	HLA-F	2	43	7.122207378094594e-05	8.12
PRKDC	SESN3	2	23	0.00014936241395188628	8.12
PRKDC	SMPD2	2	1	3.113712791132146e-06	8.12
PRKDC	SEC61G	2	3	6.295336618228268e-06	8.12
PRKDC	EIF2AK3	2	8	1.9829508850204715e-05	8.12
PRKDC	MIOX	3	557	2.6581749300007256e-06	8.12
PRKDC	BID	2	23	4.7085019847045564e-05	8.12
PRKDC	IRAK3	2	4	1.934050834710378e-05	8.12
PRKDC	IL4I1	3	78	4.937950793371864e-07	8.12
PRKDC	NGLY1	2	3	1.2398742241998359e-05	8.12
PRKDC	A3GALT2	4	703	1.2232211206275822e-07	8.12
PRKDC	RNU1-4	3	318	7.220189563318326e-07	8.12
PRKDC	OR10G4	3	1212	9.157559897045505e-07	8.12
PRKDC	PDE8A	3	622	2.67779324866611e-06	8.12
PRKDC	DIS3	3	50	7.018458454397713e-07	8.12
PRKDC	ACACB	2	6	1.2783495418843983e-05	8.12
PRKDC	PIGM	4	39	1.9210974625559892e-08	8.12
PRKDC	BAAT	3	960	2.389636546004671e-06	8.12
PRKDC	CACNA1I	2	9	1.0587805689913657e-05	8.12
PRKDC	IFNA4	2	26	1.6320211714207292e-05	8.12
PRKDC	MAS1	3	685	8.869640281593406e-07	8.12
PRKDC	OR2T2	3	1212	9.157559897045505e-07	8.12
PRKDC	GRM4	3	5754	4.004442841201818e-06	8.12
PRKDC	TRAF5	2	5	8.315164317041569e-06	8.12
PRKDC	NME4	3	622	1.6905260408245603e-06	8.12
PRKDC	PARP1	2	8	6.7240125027354e-05	8.12
PRKDC	CAMK2G	2	54	4.032500715884563e-05	8.12
PRKDC	ATG12	2	26	6.82778359712461e-05	8.12
PRKDC	RPL6	3	28	7.271490738540369e-08	8.12
PRKDC	NDUFA4	3	2619	4.044616559694588e-06	8.12
PRKDC	GAD1	3	1594	3.5334389783302493e-06	8.12
PRKDC	TLR5	3	3014	1.1025105686292366e-05	8.12
PRKDC	AMY1A	3	3050	5.820678493998627e-06	8.12
PRKDC	SRPRB	3	21	1.2921684689893983e-06	8.12
PRKDC	CCND1	1	1	0.000744047619047619	8.12
PRKDC	SFTPD	3	993	4.705389807941489e-06	8.12
PRKDC	CALM2	2	83	6.054849873373125e-05	8.12
PRKDC	MTREX	3	50	7.018458454397713e-07	8.12
PRKDC	ELOC	2	23	0.00011127843918968047	8.12
PRKDC	HSD11B1	3	6	1.8048023864494942e-07	8.12
PRKDC	GALR1	3	683	8.595698791264664e-07	8.12
PRKDC	ORAI1	2	2	2.2658473362698716e-06	8.12
PRKDC	OR5AK2	3	1212	9.157559897045505e-07	8.12
PRKDC	OR4D9	3	1212	9.157559897045505e-07	8.12
PRKDC	CARNS1	3	51	3.8877561076772226e-07	8.12
PRKDC	PRKG2	2	1	1.4551973829730264e-06	8.12
PRKDC	REV1	2	1	2.8447883477469277e-05	8.12
PRKDC	IFNB1	2	26	1.5398783493022387e-05	8.12
PRKDC	IL22RA1	2	10	1.3848659008325405e-05	8.12
PRKDC	SERPINF1	2	13	4.297793146627028e-05	8.12
PRKDC	FAU	3	28	7.271490738540369e-08	8.12
PRKDC	CCNG2	2	37	0.00019044614014940262	8.12
PRKDC	PLAA	2	3	1.2398742241998359e-05	8.12
PRKDC	OR2L3	3	1212	9.157559897045505e-07	8.12
PRKDC	OR13C5	3	1212	9.157559897045505e-07	8.12
PRKDC	MRPS17	3	28	7.271490738540369e-08	8.12
PRKDC	ITGA2	2	22	2.341197928911137e-05	8.12
PRKDC	ST3GAL5	4	612	1.0290362467314785e-07	8.12
PRKDC	CTSL	2	5	8.57476570619277e-06	8.12
PRKDC	UGT2B28	3	69	4.948996336918375e-07	8.12
PRKDC	PLN	2	9	1.2861452792922681e-05	8.12
PRKDC	HLA-DRB3	2	5	1.3831954011436349e-05	8.12
PRKDC	SCN2A	3	600	2.7663543052077107e-06	8.12
PRKDC	NDUFA11	3	2619	4.044616559694588e-06	8.12
PRKDC	CREB3	2	25	1.6079129030160633e-05	8.12
PRKDC	PCK2	2	41	4.3799242003794823e-05	8.12
PRKDC	ACP5	2	2	3.869227487224149e-06	8.12
PRKDC	TNFSF13B	2	5	8.006176735575703e-06	8.12
PRKDC	OR1F12	3	1212	9.157559897045505e-07	8.12
PRKDC	SFTPA1	3	993	4.705389807941489e-06	8.12
PRKDC	SEMA3A	2	2	6.883342520474489e-06	8.12
PRKDC	GTF2H3	2	4	8.994228071796206e-05	8.12
PRKDC	OR1D5	3	1212	9.157559897045505e-07	8.12
PRKDC	LGR6	2	13	4.297793146627028e-05	8.12
PRKDC	PDE11A	3	622	2.67779324866611e-06	8.12
PRKDC	BDNF	2	31	2.569936451108762e-05	8.12
PRKDC	AKR1D1	3	6	2.669073951791505e-07	8.12
PRKDC	SAR1B	2	3	1.2398742241998359e-05	8.12
PRKDC	RPL35A	3	28	7.271490738540369e-08	8.12
PRKDC	MT2A	3	170	2.32681970335654e-06	8.12
PRKDC	OR4E1	3	1212	9.157559897045505e-07	8.12
PRKDC	IDI1	3	3	3.536920549191597e-07	8.12
PRKDC	OR6K3	3	1212	9.157559897045505e-07	8.12
PRKDC	TKTL2	3	57	2.257405521948521e-06	8.12
PRKDC	NOL6	3	60	4.248525927830436e-07	8.12
PRKDC	SRP9	3	21	1.2921684689893983e-06	8.12
PRKDC	HLA-DRB5	2	5	1.3831954011436349e-05	8.12
PRKDC	OR5H15	3	1212	9.157559897045505e-07	8.12
PRKDC	TNFSF8	2	3	5.117478834618998e-06	8.12
PRKDC	MT-ND6	3	2619	4.044616559694588e-06	8.12
PRKDC	CYP8B1	3	261	2.414027656898371e-06	8.12
PRKDC	HMOX1	2	6	1.4806810699162243e-05	8.12
PRKDC	MRI1	3	28	6.329412680219872e-07	8.12
PRKDC	TJAP1	2	3	1.4111828620130248e-05	8.12
PRKDC	OR5K3	3	1212	9.157559897045505e-07	8.12
PRKDC	STAT2	2	11	8.39830104857911e-06	8.12
PRKDC	ALPI	3	7	4.179099150331014e-07	8.12
PRKDC	TLR9	3	3014	1.1025105686292366e-05	8.12
PRKDC	GABRA5	3	3339	2.4266298587513435e-06	8.12
PRKDC	LBP	2	2	9.305453267969761e-06	8.12
PRKDC	F13B	3	153	1.9458038435476154e-06	8.12
PRKDC	DDC	2	1	1.3482503754877296e-06	8.12
PRKDC	STAM2	2	10	1.2393825536924405e-05	8.12
PRKDC	MTHFS	4	1428	2.188300149280546e-07	8.12
PRKDC	NPC1L1	3	15	4.139817434811423e-07	8.12
PRKDC	SELPLG	3	703	4.317180558209744e-06	8.12
PRKDC	ACIN1	3	1307	2.2887684259355273e-06	8.12
PRKDC	TMSB4Y	3	4144	8.15352279451132e-06	8.12
PRKDC	UROD	3	7	2.549440745662108e-07	8.12
PRKDC	ICAM1	2	2	3.4272761500873633e-06	8.12
PRKDC	CNOT1	3	50	7.018458454397713e-07	8.12
PRKDC	RCHY1	2	41	0.00023082961813956324	8.12
PRKDC	ATP6V0A1	3	1117	1.90991843082238e-06	8.12
PRKDC	RPL18	3	28	7.271490738540369e-08	8.12
PRKDC	CD34	2	1	2.163378331602631e-05	8.12
PRKDC	ATP5PF	3	26	1.5559707400330511e-07	8.12
PRKDC	MT-ND4L	3	2619	4.044616559694588e-06	8.12
PRKDC	WNT2B	2	24	3.0089340204509233e-05	8.12
PRKDC	LILRA5	2	3	8.401287328030395e-06	8.12
PRKDC	FCSK	3	116	2.1964390080471563e-06	8.12
PRKDC	RNU2-1	3	318	7.220189563318326e-07	8.12
PRKDC	KMO	3	36	9.6578469732907e-07	8.12
